//this is the file in the game directory; when done modifying, delete this comment
TableStart	TechSchools																				
ColumnHeadingsStart	kUnicode	Type_ID																			
RowHeadingsStart																					
Economics & Business	SchEconB	EB																			
Energy	SchEnerg	EN																			
Biological Sciences	SchBioSc	BS																			
Mathematics & Computers	SchMathm	MC																			
Physical Sciences	SchPhySc	PS																			
Social Arts & Science	SchSocal	SS																			
TableEnd																					


TableStart	SpeciesPrefs																				
ColumnHeadingsStart	Humanoid	Etherean	Geodic	Cybernetic	Ichthytosian	Harvesters	Insectoid	Sauron	Metashifters	NonCorporeal	Protoplasmic	Plant	Fungal	Avian	Gargantua	Bulrathi	Mrrshan	Elerian	Gnolam	ElderCivs	ComBot
RowHeadingsStart																					
School_ID	EB	None	BS	MC	PS	SS	EB	EN	BS	MC	PS	SS	SS	EB	EN	BS	MC	PS	BS	MC	PS																																																																																																																																																																																																																																								
TTL	70	30	50	80	40	55	40	50	50	60	65	60	75	45	55	55	55	55	55	55	55																																																																																																																																																																																																																																								
TAR	12	10	6	15	6	8	5	8	12	8	9	7	3	5	9	9	9	9	9	9	9																																																																																																																																																																																																																																								
EB	5	4	5	4	5	4	3	5	4	3	4	4	3	5	5	5	5	5	5	5	5																																																																																																																																																																																																																																								
EN	5	5	4	5	5	5	5	3	3	3	5	3	3	4	4	4	4	4	4	4	4																																																																																																																																																																																																																																								
BS	4	3	4	4	3	5	3	5	4	4	3	5	4	3	4	4	4	4	4	4	4																																																																																																																																																																																																																																								
MC	4	4	3	5	4	4	4	4	3	4	5	5	5	4	5	5	5	5	5	5	5																																																																																																																																																																																																																																								
PS	3	5	5	3	4	3	5	3	5	5	3	4	4	3	3	3	3	3	3	3	3																																																																																																																																																																																																																																								
SS	3	3	3	3	3	3	4	4	5	5	4	3	5	5	3	3	3	3	3	3	3																																																																																																																																																																																																																																								
TableEnd																					


TableStart	TechFields																				
ColumnHeadingsStart	kUnicode	kUnicodD	Type_ID	School_Catagories	IconName	Field_Dependencies	Research_Cost_Multiplier	Research_Cost_Exponent_Base													
RowHeadingsStart																					
Antaran	TFAntaran	FDAntaran	Antar	EN	TFAntarn		1000	1.175													
Economics & Business	SchEconB	FDEcnBus	Ecnmy	EB	TFEconom		85	1.155													
Energy	SchEnerg	FDEnergy	Energ	EN	TFEneFie		85	1.155
Biological Sciences	SchBioSc	FDBioSci	BioSc	BS	TFXenBio		85	1.155
Mathematics & Computers	SchMathm	FDMathCm	MthCm	MC	TFNumThe		85	1.155
Physical Sciences	SchPhySc	FDPlySci	Const	PS	TFConstr		85	1.155
Social Arts & Science	SchSocal	FDSocSci	SocSc	SS	TFCulEnh		85	1.155
TableEnd								  


TableStart	ApplicationsClasses							
ColumnHeadingsStart	kUnicode	kUnicodD	Type_ID	Pick_Limit				
RowHeadingsStart								
Ship Hull Base	ACShHulB	CDShHulB	ShipHull	0	// Must pick exactly one			
Ship Hull Option	ACShHulO	CDShHulO	ShHulOpt	1	// May pick one.			
Ship Special	ACShSpec	CDShSpec	ShipItem	3	// May pick many but no Duplicates			
Ship Special Weapon	ACShSpec	CDShSpec	ShpMItem	2	// May pick many			
Ship Weapon System	ACShHulW	CDShHulW	ShWepSys	2	// May pick many			
Unit Equipment	ACUnitEq	CDUnitEq	UnitEqip	2	// May pick many (Does not really apply to non-military)
Weapon Size Option	ACWepSiz	CDWepSiz	WSOpt	0	// Must pick exactly one
Weapon Facing Option	ACWepFac	CDWepFCD	WpnFacOp	2	// May pick many (4 options shown on UI)
Weapon Mounting option	ACWepMnt	CDWepMnt	WpnMntOp	0	// Must pick exactly one
Missile Warhead	ACWarHed	CDWarHed	Warheads	2	// May pick many
Warhead Mod	ACWarMod	CDWarMod	WarhdMod	2	// May pick many
Missile Chassis	ACChasis	CDChasis	MslChass	2	// May pick many
Missile Chassis Option	ACChasOp	CDChasOp	MslChOpt	2	// May pick many
Missile Rack	TAMisRak	TBMisRak	TAMISRAK	2	// May pick many
Fighter Chassis	None	None	FtrChass	2	// May pick many
Fighter Chassis Option	None	None	FtrChOpt	2	
Fighter Weapon	None	None	FtrWeapn	0	
Fighter Weapon Option	None	None	FtrWpMod	2	
Ship Required System	ACShRqSy	CDShRqSy	ShReqSys	3	// Must Pick All
Ship Sub-Light Engine	ACShpEng	CDShpEng	ShEngine	0	// Must pick exactly one
Ship Engine Max Speed	ACMaxSpd	CDMaxSpd	ShEngSpd	0	// Must pick exactly one
Ship Warp Drive	ACShpWrp	CDShpWrp	ShipWarp	0	// Must pick exactly one
Armor Type	ACArmrTp	CDArmrTp	ArmorCls	0	// Must pick exactly one
Armor Thickness	ACArmThk	CDArmThk	ArmorThk	0	// Must pick exactly one
Planet Economy Build	ACPlanEc	CDPlanEc	PlanEcon	2	// May pick many (Does not really apply to non-military)
Planet Security Build	ACPlanSe	CDPlanSe	PlanSecu	2	// May pick many (Does not really apply to non-military)
Planet Planetary Build	ACPlanPl	CDPlanPl	PlanPlan	2	// May pick many (Does not really apply to non-military)
System Economy Build	ACSystEc	CDSystEc	SystEcon	2	// May pick many (Does not really apply to non-military)
System Social Build	ACSystEd	CDSystEd	SystSoci	2	// May pick many (Does not really apply to non-military)
System Security Build	ACSystSe	CDSystSe	SystSecu	2	// May pick many (Does not really apply to non-military)
Shield Technology	ACSldTch	CDSldTch	ShldTech	1	// May pick one.
Shield Generator Size	ACSldSiz	CDSldSiz	ShdGenSz	1	// May pick one.
Warp Boost Tech	ACWrpBst	CDWrpBst	WrpBstTk	2	// May pick many (Does not really apply to non-military)
Weapon Modification	ACWepMod	CDWepMod	ShWepMod	2	// May pick many (Does not really apply to non-military)
Achievement	ACAchiev	CDAchiev	Achieve	2	//May pick many (Does not really apply to non-military
TableEnd					

" //application_class, Type_ID, individual sort tags, kUnicode and kUnicodD should be 8 characters or less "																								
" //application_class - for items that go into a build queue, specifies the build queue in which they are built "																								
//sort tag -  for items that go into a build queue. Specifies where the item goes when it's built																								
TableStart	TechApplications																							
ColumnHeadingsStart	kUnicode	kUnicodD	kUnicdLg	Sort_Tag	Type_ID	Application_Class	Field_Dependencies	IconName	Global_Tags	Tag_Values														
Ultra Heavy Armor	TAUhvArm	TBUhvArm	ShipStnd	" Ship, Military "	UltArmor	ArmorThk	Const_66	Armor	None	" SystCost *= 18.00, ArmorVal *= 16.00, Deflects *= 2 , teclvl = 66, UltArmor = 1"														12
System Engine I	TASysE01	TBSysE01	SDEngInf	" Ship, KEEPTHIS "	FREngi01	ShEngine	Energ_00	TFEngine	DlayTech = 1	" SystCost = 25, UniSpace *= 0.25, MaxSpeed = 1500 , teclvl = 00, FREngi01 = 01"														13
System Engine I Miniature	TASysM01	TBSysM01	SDEngInf	Ship	FREngM01	ShEngine	MthCm_03	TFEngine	DlayTech = 1	" SystCost = 26, UniSpace *= 0.2, MaxSpeed = 1500 , teclvl = 03, FREngM01 = 01"														
System Engine II	TASysE02	TBSysE02	SDEngInf	Ship	FREngi02	ShEngine	Energ_05	TFEngine	DlayTech = 2	" SystCost = 27, UniSpace *= 0.235, MaxSpeed = 1800 , teclvl = 05, FREngi02 = 02"														14
System Engine II Miniature	TASysM02	TBSysM02	SDEngInf	Ship	FREngM02	ShEngine	MthCm_08	TFEngine	DlayTech = 2	" SystCost = 28, UniSpace *= 0.188, MaxSpeed = 1800 , teclvl = 08, FREngM02 = 02"														
System Engine III	TASysE03	TBSysE03	SDEngInf	Ship	FREngi03	ShEngine	Energ_11	TFEngine	DlayTech = 3	" SystCost = 30, UniSpace *= 0.2325, MaxSpeed = 2100 , teclvl = 11, FREngi03 = 03"														15
System Engine III Miniature	TASysM03	TBSysM03	SDEngInf	Ship	FREngM03	ShEngine	MthCm_14	TFEngine	DlayTech = 3	" SystCost = 31, UniSpace *= 0.186, MaxSpeed = 2100 , teclvl = 14, FREngM03 = 03"														
System Engine IV	TASysE04	TBSysE04	SDEngInf	Ship	FREngi04	ShEngine	Energ_17	TFEngine	DlayTech = 4	" SystCost = 32, UniSpace *= 0.218, MaxSpeed = 2400 , teclvl = 17, FREngi04 = 04"														16
System Engine IV Miniature	TASysM04	TBSysM04	SDEngInf	Ship	FREngM04	ShEngine	MthCm_20	TFEngine	DlayTech = 4	" SystCost = 34, UniSpace *= 0.174, MaxSpeed = 2400 , teclvl = 20, FREngM04 = 04"														
System Engine V	TASysE05	TBSysE05	SDEngInf	Ship	FREngi05	ShEngine	Energ_24	TFEngine	DlayTech = 5	" SystCost = 35, UniSpace *= 0.2155, MaxSpeed = 2700 , teclvl = 24, FREngi05 = 05"														17
System Engine V Miniature	TASysM05	TBSysM05	SDEngInf	Ship	FREngM05	ShEngine	MthCm_30	TFEngine	DlayTech = 5	" SystCost = 36, UniSpace *= 0.1724, MaxSpeed = 2700 , teclvl = 30, FREngM05 = 05"														
System Engine VI	TASysE06	TBSysE06	SDEngInf	Ship	FREngi06	ShEngine	Energ_35	TFEngine	DlayTech = 6	" SystCost = 37, UniSpace *= 0.201, MaxSpeed = 3000 , teclvl = 35, FREngi06 = 06"														18
System Engine VI Miniature	TASysM06	TBSysM06	SDEngInf	Ship	FREngM06	ShEngine	MthCm_40	TFEngine	DlayTech = 6	" SystCost = 39, UniSpace *= 0.161, MaxSpeed = 3000 , teclvl = 40, FREngM06 = 06"														
System Engine VII	TASysE07	TBSysE07	SDEngInf	Ship	FREngi07	ShEngine	Energ_45	TFEngine	None	" SystCost = 40, UniSpace *= 0.1995, MaxSpeed = 3300 , teclvl = 45, FREngi07 = 07"														19
System Engine VII Miniature	TASysM07	TBSysM07	SDEngInf	Ship	FREngM07	ShEngine	MthCm_50	TFEngine	None	" SystCost = 41, UniSpace *= 0.1596, MaxSpeed = 3300 , teclvl = 50, FREngM07 = 07"														
System Engine VIII	TASysE08	TBSysE08	SDEngInf	Ship	FREngi08	ShEngine	Energ_54	TFEngine	None	" SystCost = 42, UniSpace *= 0.185, MaxSpeed = 3600 , teclvl = 54, FREngi08 = 08"														20
System Engine VIII Miniature	TASysM08	TBSysM08	SDENgInf	Ship	FREngM08	ShEngine	MthCm_58	TFEngine	None	" SystCost = 45, UniSpace *= 0.148, MaxSpeed = 3600 , teclvl = 58, FREngM08 = 08"														
System Engine IX	TASysE09	TBSysE09	SDEngInf	Ship	FREngi09	ShEngine	Energ_61	TFEngine	None	" SystCost = 50, UniSpace *= 0.183, MaxSpeed = 3900 , teclvl = 61, FREngi09 = 09"														21
System Engine IX Miniature	TASysM09	TBSysM09	SDEngInf	Ship	FREngM09	ShEngine	MthCm_65	TFEngine	None	" SystCost = 51, UniSpace *= 0.146, MaxSpeed = 3900 , teclvl = 65, FREngM09 = 09"														
System Engine X	TASysE10	TBSysE10	SDEngInf	Ship	FREngi10	ShEngine	Energ_68	TFEngine	None	" SystCost = 52, UniSpace *= 0.169, MaxSpeed = 4200 , teclvl = 68, FREngi10 = 10"														22
System Engine X Miniature	TASysM10	TBSysM10	SDEngInf	Ship	FREngM10	ShEngine	MthCm_73	TFEngine	None	" SystCost = 54, UniSpace *= 0.135, MaxSpeed = 4200 , teclvl = 73, FREngM10 = 10"														
System Engine XI	TASysE11	TBSysE11	SDEngInf	Ship	FREngi11	ShEngine	Energ_80	TFEngine	None	" SystCost = 52, UniSpace *= 0.169, MaxSpeed = 4700 , teclvl = 80, FREngi11 = 11"														22
System Engine XI Miniature	TASysM11	TBSysM11	SDEngInf	Ship	FREngM11	ShEngine	MthCm_84	TFEngine	None	" SystCost = 54, UniSpace *= 0.130, MaxSpeed = 4700 , teclvl = 84, FREngM11 = 11"														
System Engine XII	TASysE12	TBSysE12	SDEngInf	Ship	FREngi12	ShEngine	Energ_90	TFEngine	None	" SystCost = 52, UniSpace *= 0.169, MaxSpeed = 5700 , teclvl = 90, FREngi12 = 12"														22
System Engine XII Miniature	TASysM12	TBSysM12	SDEngInf	Ship	FREngM12	ShEngine	MthCm_94	TFEngine	None	" SystCost = 54, UniSpace *= 0.125, MaxSpeed = 5700 , teclvl = 94, FREngM12 = 12"														
System Engine XIII	TASysE13	TBSysE13	SDEngInf	Ship	FREngM13	ShEngine	Energ_97	TFEngine	None	" SystCost = 54, UniSpace *= 0.115, MaxSpeed = 8000 , teclvl = 97, FREngM13 = 13"														
Orbital	TAOrbitl	TBOrbitl	ShipStnd	" Ship, KEEPTHIS "	Orbital	ShHulOpt	Const_00	TFAstEng	None	" ShpCpcty *= 4, ShipWarp != 0, SystCost *= 0.5, Orbital += 1 , teclvl = 00, Orbital = 1"														23
Systemship	TASystSh	TBSystSh	ShipStnd	" Ship, KEEPTHIS "	Systship	ShHulOpt	Const_00	SystemShips	None	" ShpCpcty *= 2, ShipWarp != 0, SystCost *=0.75 , teclvl = 00, Systship = 1"														24
Starship	TAStrshp	TBStrshp	ShipStnd	" Ship, KEEPTHIS "	Starship	ShHulOpt	Const_00	StarShips	None	" ShpCpcty *= 1.00, SystCost *= 1.00, Starship += 1, teclvl = 00, Starship = 1"														25
Hull00	TAHull00	TBHull00	ShipStnd	" Ship, KEEPTHIS "	Hull00	ShipHull	Const_00	Armor	None	" ShpCpcty = 100, SystCost = 50, UseGraph = 1 , teclvl = 00, Hull00 = 00"														27
Hull01	TAHull01	TBHull01	ShipStnd	" Ship, KEEPTHIS "	Hull01	ShipHull	Const_00	Armor	None	" ShpCpcty = 160, SystCost = 71, UseGraph = 1 , teclvl = 03, Hull01 = 01"														28
Hull02	TAHull02	TBHull02	ShipStnd	" Ship, KEEPTHIS "	Hull02	ShipHull	Const_00	Armor	None	" ShpCpcty = 200, SystCost = 102, UseGraph = 2 , teclvl = 06, Hull02 = 02"														29
Hull03	TAHull03	TBHull03	ShipStnd	" Ship, KEEPTHIS "	Hull03	ShipHull	Const_00	Armor	None	" ShpCpcty = 290, SystCost = 149, UseGraph = 2 , teclvl = 09, Hull03 = 03"														30
Hull04	TAHull04	TBHull04	ShipStnd	" Ship, KEEPTHIS "	Hull04	ShipHull	Const_00	Armor	None	" ShpCpcty = 390, SystCost = 219, UseGraph = 3 , teclvl = 12, Hull04 = 04"														31
Hull05	TAHull05	TBHull05	ShipStnd	" Ship, KEEPTHIS "	Hull05	ShipHull	Const_00	Armor	None	" ShpCpcty = 500, SystCost = 325, UseGraph = 3 , teclvl = 15, Hull05 = 05"														32
Hull06	TAHull06	TBHull06	ShipStnd	" Ship, KEEPTHIS "	Hull06	ShipHull	Const_20	Armor	None	" ShpCpcty = 620, SystCost = 487, UseGraph = 4 , teclvl = 20, Hull06 = 06"														33
Hull07	TAHull07	TBHull07	ShipStnd	" Ship, KEEPTHIS "	Hull07	ShipHull	Const_25	Armor	None	" ShpCpcty = 770, SystCost = 729, UseGraph = 4 , teclvl = 25, Hull07 = 07"														34
Hull08	TAHull08	TBHull08	ShipStnd	" Ship, KEEPTHIS "	Hull08	ShipHull	Const_30	Armor	None	" ShpCpcty = 900, SystCost = 1132, UseGraph = 5 , teclvl = 30, Hull08 = 08"														35
Hull09	TAHull09	TBHull09	ShipStnd	" Ship, KEEPTHIS "	Hull09	ShipHull	Const_37	Armor	None	" ShpCpcty = 1255, SystCost = 1756, UseGraph = 5 , teclvl = 37, Hull09 = 09"														36
Hull10	TAHull10	TBHull10	ShipStnd	" Ship, KEEPTHIS "	Hull10	ShipHull	Const_45	Armor	None	" ShpCpcty = 1835, SystCost = 2736, UseGraph = 6 , teclvl = 45, Hull10 = 10"														37
Hull11	TAHull11	TBHull11	ShipStnd	" Ship, KEEPTHIS "	Hull11	ShipHull	Const_52	Armor	None	" ShpCpcty = 2610, SystCost = 4323, UseGraph = 6 , teclvl = 52, Hull11 = 11"														38
